frame,ball_x,ball_y,ball_z
0,-1.0,-1.0,-1.0
1,-1.0,-1.0,-1.0
2,-1.0,-1.0,-1.0
3,-1.0,-1.0,-1.0
4,-1.0,-1.0,-1.0
5,-1.0,-1.0,-1.0
6,-1.0,-1.0,-1.0
7,-1.0,-1.0,-1.0
8,-1.0,-1.0,-1.0
9,-1.0,-1.0,-1.0
10,-1.0,-1.0,-1.0
11,-1.0,-1.0,-1.0
12,-1.0,-1.0,-1.0
13,-1.0,-1.0,-1.0
14,-1.0,-1.0,-1.0
15,-1.0,-1.0,-1.0
16,-1.0,-1.0,-1.0
17,-1.0,-1.0,-1.0
18,-1.0,-1.0,-1.0
19,-1.0,-1.0,-1.0
20,-1.0,-1.0,-1.0
21,-1.0,-1.0,-1.0
22,-1.0,-1.0,-1.0
23,-1.0,-1.0,-1.0
24,-1.0,-1.0,-1.0
25,-1.0,-1.0,-1.0
26,-1.0,-1.0,-1.0
27,-1.0,-1.0,-1.0
28,-1.0,-1.0,-1.0
29,-1.0,-1.0,-1.0
30,-1.0,-1.0,-1.0
31,-1.0,-1.0,-1.0
32,-1.0,-1.0,-1.0
33,-1.0,-1.0,-1.0
34,-1.0,-1.0,-1.0
35,-1.0,-1.0,-1.0
36,-1.0,-1.0,-1.0
37,-1.0,-1.0,-1.0
38,-1.0,-1.0,-1.0
39,-1.0,-1.0,-1.0
40,-1.0,-1.0,-1.0
41,-1.0,-1.0,-1.0
42,-1.0,-1.0,-1.0
43,-1.0,-1.0,-1.0
44,-1.0,-1.0,-1.0
45,-1.0,-1.0,-1.0
46,-1.0,-1.0,-1.0
47,-1.0,-1.0,-1.0
48,-1.0,-1.0,-1.0
49,-1.0,-1.0,-1.0
50,-1.0,-1.0,-1.0
51,2.8972345195553593,10.76794647509925,1.7
52,2.944868966292039,10.394727389532934,1.7992092776753725
53,2.9923965664457537,10.022345454111552,1.8873189076589054
54,3.039818481856625,9.65079156573983,1.9643553976566828
55,3.087135783024238,9.280057336981699,2.0303446381749453
56,3.1343494487569976,8.910135098807656,2.085311963041775
57,3.181460365968935,8.541017902186779,2.129282210737526
58,3.2284693296397626,8.172699518399675,2.1622797863750067
59,3.275377042952413,7.8051744379609005,2.184328724146884
60,3.3221841176203455,7.438437868054481,2.195452750036506
61,3.3688910744146643,7.072485728403866,2.195675344569977
62,3.415498343898533,6.707314645517774,2.1850198053726495
63,3.462006267373575,6.3429219452751155,2.1635093092826336
64,3.508415098040009,5.979305643835188,2.1311669737679124
65,3.55472500236932,5.616464436882727,2.088015917392515
66,3.6009360616852604,5.254397687240688,2.034079319080814
67,3.6470482739461327,4.893105410905908,1.9693804759374784
